codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_locales
1373,"NEUTRO CON EMULSIONANTE GB020 X 7,5 KG","Insumo para helados NEUTRO CON EMULSIONANTE GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: NEUTRO CON EMULSIONANTE GB020 X 7,5 KG. Marca NEUTROS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1313,"NEUTRO MALVIS FRUT PARA HELADOS AL AGUA X 7,5 KG","Insumo para helados NEUTRO MALVIS FRUT PARA HELADOS AL AGUA X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: NEUTRO MALVIS FRUT PARA HELADOS AL AGUA X 7,5 KG. Marca NEUTROS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
1374,NEUTRO USO GENERAL GB020 X 3 KG,"Insumo para helados NEUTRO USO GENERAL GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: NEUTRO USO GENERAL GB020 X 3 KG. Marca NEUTROS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1746,NEUTROGHEL ( 7620-9 ) P/HELADOS AL AGUA X 7 KG,"Insumo para helados NEUTROGHEL ( 7620-9 ) P/HELADOS AL AGUA X 7 KG, marca GHELCO, 7 KG.",Insumo para preparar helados: NEUTROGHEL ( 7620-9 ) P/HELADOS AL AGUA X 7 KG. Marca NEUTROS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1519,"NUCLEO, ESTABILIZADOR, BANANA X 15 KG","Insumo para helados NUCLEO, ESTABILIZADOR, BANANA X 15 KG, marca BRIGEL, 15 KG.","Insumo para preparar helados: NUCLEO, ESTABILIZADOR, BANANA X 15 KG. Marca NUCLEOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
2158,P.B. LECHE CONDENSADA X 7.5 KG,"Insumo para helados P.B. LECHE CONDENSADA X 7.5 KG, marca BRIGEL, 7.5 KG.",Insumo para preparar helados: P.B. LECHE CONDENSADA X 7.5 KG. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1471,PASTA ABACHOC X 1 KG,"Insumo para helados PASTA ABACHOC X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA ABACHOC X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1520,PASTA ABACHOC X 5 KG,"Insumo para helados PASTA ABACHOC X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA ABACHOC X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1521,PASTA ALMENDRAS PREMIUM X 4 KG,"Insumo para helados PASTA ALMENDRAS PREMIUM X 4 KG, marca BRIGEL, 4 KG.",Insumo para preparar helados: PASTA ALMENDRAS PREMIUM X 4 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1427,PASTA ALMENDRAS PREMIUM X 800 GRS,"Insumo para helados PASTA ALMENDRAS PREMIUM X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA ALMENDRAS PREMIUM X 800 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2102,PASTA ANANA BALDE,"Insumo para helados PASTA ANANA BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA ANANA BALDE. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1428,PASTA ANANA X 1 KG,"Insumo para helados PASTA ANANA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA ANANA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1522,PASTA AVELLANA X 4 KG,"Insumo para helados PASTA AVELLANA X 4 KG, marca BRIGEL, 4 KG.",Insumo para preparar helados: PASTA AVELLANA X 4 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1429,PASTA AVELLANA X 800 GRS,"Insumo para helados PASTA AVELLANA X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA AVELLANA X 800 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1440,PASTA BANANITA HELADA X 1 KG,"Insumo para helados PASTA BANANITA HELADA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA BANANITA HELADA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1523,PASTA BANANITA HELADA X 5 KG,"Insumo para helados PASTA BANANITA HELADA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA BANANITA HELADA X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1431,PASTA BOMBON IRLANDES X 1 KG,"Insumo para helados PASTA BOMBON IRLANDES X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA BOMBON IRLANDES X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2159,PASTA BOMBON IRLANDES X 5 KG,"Insumo para helados PASTA BOMBON IRLANDES X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA BOMBON IRLANDES X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1432,PASTA BOMBON RCHR X 800 GRS,"Insumo para helados PASTA BOMBON RCHR X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA BOMBON RCHR X 800 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1524,PASTA BOMBON RCHR X BALDE,"Insumo para helados PASTA BOMBON RCHR X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA BOMBON RCHR X BALDE. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2554,PASTA BUTTERCOL X 4.5 KG,"Insumo para helados PASTA BUTTERCOL X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA BUTTERCOL X 4.5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1462,PASTA BUTTERCOL X 900 GRS,"Insumo para helados PASTA BUTTERCOL X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA BUTTERCOL X 900 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1433,PASTA CAFE (MOKA) X 1 KG,"Insumo para helados PASTA CAFE (MOKA) X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CAFE (MOKA) X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1525,PASTA CAFE (MOKA) X BALDE,"Insumo para helados PASTA CAFE (MOKA) X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA CAFE (MOKA) X BALDE. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1434,PASTA CANELA X 1 KG,"Insumo para helados PASTA CANELA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CANELA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1526,PASTA CANELA X BALDE,"Insumo para helados PASTA CANELA X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA CANELA X BALDE. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1421,PASTA CEREZA X 1 KG,"Insumo para helados PASTA CEREZA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CEREZA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2009,PASTA CEREZA X 5 KG,"Insumo para helados PASTA CEREZA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA CEREZA X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1474,PASTA CIRUELA X 1 KG,"Insumo para helados PASTA CIRUELA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CIRUELA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2045,PASTA COCO X 4.5 KG,"Insumo para helados PASTA COCO X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA COCO X 4.5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1437,PASTA COCO X 900 GRS,"Insumo para helados PASTA COCO X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA COCO X 900 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1438,PASTA CREMA CELESTE X 1 KG,"Insumo para helados PASTA CREMA CELESTE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CREMA CELESTE X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1527,PASTA CREMA CELESTE X 5 KG,"Insumo para helados PASTA CREMA CELESTE X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA CREMA CELESTE X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1742,PASTA DE NUEZ PURA ( 3940-1 ) X 5 KG,"Insumo para helados PASTA DE NUEZ PURA ( 3940-1 ) X 5 KG, marca GHELCO, 5 KG.",Insumo para preparar helados: PASTA DE NUEZ PURA ( 3940-1 ) X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1439,PASTA DURAZNO (MELOCOTON) X 1 KG,"Insumo para helados PASTA DURAZNO (MELOCOTON) X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA DURAZNO (MELOCOTON) X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2230,PASTA DURAZNO (MELOCOTON) X BALDE,"Insumo para helados PASTA DURAZNO (MELOCOTON) X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA DURAZNO (MELOCOTON) X BALDE. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1441,PASTA FRAMBUESA X 1 KG,"Insumo para helados PASTA FRAMBUESA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA FRAMBUESA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1528,PASTA FRAMBUESA X 5 KG,"Insumo para helados PASTA FRAMBUESA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA FRAMBUESA X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1442,PASTA FRESA (FRUTILLA) X 1 KG,"Insumo para helados PASTA FRESA (FRUTILLA) X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA FRESA (FRUTILLA) X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1443,PASTA FRUTOS DEL BOSQUE X 1 KG,"Insumo para helados PASTA FRUTOS DEL BOSQUE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA FRUTOS DEL BOSQUE X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1530,PASTA FRUTOS DEL BOSQUE X 5,"Insumo para helados PASTA FRUTOS DEL BOSQUE X 5, marca BRIGEL.",Insumo para preparar helados: PASTA FRUTOS DEL BOSQUE X 5. Marca PASTAS PARA VETEAR. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1420,PASTA HIGO X 1 KG,"Insumo para helados PASTA HIGO X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA HIGO X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1444,PASTA KIWI X 1 KG,"Insumo para helados PASTA KIWI X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA KIWI X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1448,PASTA MANZANA VERDE X 1 KG,"Insumo para helados PASTA MANZANA VERDE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA MANZANA VERDE X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2156,PASTA MANZANA VERDE X 5 KG,"Insumo para helados PASTA MANZANA VERDE X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA MANZANA VERDE X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1422,PASTA MARACUYA X 1 KG,"Insumo para helados PASTA MARACUYA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA MARACUYA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2163,PASTA MARACUYA X 5 KG,"Insumo para helados PASTA MARACUYA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA MARACUYA X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1531,PASTA MARROC X 4.5 KG,"Insumo para helados PASTA MARROC X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA MARROC X 4.5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1463,PASTA MARROC X 900 GRS,"Insumo para helados PASTA MARROC X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA MARROC X 900 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1473,PASTA MASCARPONE X 1 KG,"Insumo para helados PASTA MASCARPONE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA MASCARPONE X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1532,PASTA MASCARPONE X 5 KG,"Insumo para helados PASTA MASCARPONE X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA MASCARPONE X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1449,PASTA MELON X 1 KG,"Insumo para helados PASTA MELON X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA MELON X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1451,PASTA MENTA VERDE X 1 KG,"Insumo para helados PASTA MENTA VERDE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA MENTA VERDE X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1533,PASTA MENTA VERDE X 5 KG,"Insumo para helados PASTA MENTA VERDE X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA MENTA VERDE X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1452,PASTA MERENGUE X 1 KG,"Insumo para helados PASTA MERENGUE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA MERENGUE X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1453,PASTA NARANJA X 1 KG,"Insumo para helados PASTA NARANJA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA NARANJA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2177,PASTA NARANJA X BALDE,"Insumo para helados PASTA NARANJA X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA NARANJA X BALDE. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1464,PASTA NECTARENA X 1 KG,"Insumo para helados PASTA NECTARENA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA NECTARENA X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1535,PASTA NUEZ X 4 KG,"Insumo para helados PASTA NUEZ X 4 KG, marca BRIGEL, 4 KG.",Insumo para preparar helados: PASTA NUEZ X 4 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1456,PASTA NUEZ X 800 GRS,"Insumo para helados PASTA NUEZ X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA NUEZ X 800 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1461,PASTA PISTACHO X 1 KG,"Insumo para helados PASTA PISTACHO X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA PISTACHO X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1867,PASTA PISTACHO X 5 KG,"Insumo para helados PASTA PISTACHO X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA PISTACHO X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2176,PASTA SAMBAYON X 4.5 KG,"Insumo para helados PASTA SAMBAYON X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA SAMBAYON X 4.5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1458,PASTA SAMBAYON X 900 GRS,"Insumo para helados PASTA SAMBAYON X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA SAMBAYON X 900 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1536,PASTA TIRAMISU X 4.5 KG,"Insumo para helados PASTA TIRAMISU X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA TIRAMISU X 4.5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1460,PASTA TIRAMISU X 900 GRS,"Insumo para helados PASTA TIRAMISU X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA TIRAMISU X 900 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1465,PASTA TURRON X 1 KG,"Insumo para helados PASTA TURRON X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA TURRON X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1468,PASTA TUTI FRUTI X 1 KG,"Insumo para helados PASTA TUTI FRUTI X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA TUTI FRUTI X 1 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1537,PASTA TUTI FRUTI X 5 KG,"Insumo para helados PASTA TUTI FRUTI X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA TUTI FRUTI X 5 KG. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1469,PASTA VAINILLA CON YEMA X 900 GRS,"Insumo para helados PASTA VAINILLA CON YEMA X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA VAINILLA CON YEMA X 900 GRS. Marca PASTAS PARA ELABORAR HELADOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
1743,POLVO FLAN VAINILLA INDUS. ( 7810- 2 ) X 6 KG,"Insumo para helados POLVO FLAN VAINILLA INDUS. ( 7810- 2 ) X 6 KG, marca GHELCO, 6 KG.",Insumo para preparar helados: POLVO FLAN VAINILLA INDUS. ( 7810- 2 ) X 6 KG. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2601,POLVO PARA HEL. SOFT JAMER X 9 KG YOGURT NATURAL,"Insumo para helados POLVO PARA HEL. SOFT JAMER X 9 KG YOGURT NATURAL, 9 KG.",Insumo para preparar helados: POLVO PARA HEL. SOFT JAMER X 9 KG YOGURT NATURAL. Marca ESTABILIZADORES ESPECIFICOS. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,
2873,"POLVO PARA HELADOS SOFT JAMER X 1,5 KG TUTI FRUTI","Insumo para helados POLVO PARA HELADOS SOFT JAMER X 1,5 KG TUTI FRUTI, 1.5 KG.","Insumo para preparar helados: POLVO PARA HELADOS SOFT JAMER X 1,5 KG TUTI FRUTI. Marca ESTABILIZADORES P. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",
